DISTRITO FEDERAL,DISTRITO LOCAL,REGIÓN,MUNICIPIO,,POLÍGONO,SECCIÓN,LNOM,META,COMPROMISOS,AVANCE,DETECTADOS,OTROS,PORCENTAJE,EFECTIVIDAD
4,20,R6,COMONFORT,,30_329_3_03,438_56_651902,308,154,77,77,25.66666667,0,0,0
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2608902,544,272,172,487,16,471,5.8824,-93.4292
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2609902,832,416,232,670,6,664,1.4423,-98.209
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2610902,1022,511,213,719,18,701,3.5225,-94.993
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2611902,372,186,83,339,7,332,3.7634,-95.8702
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2612902,872,436,287,657,16,641,3.6697,-95.1294
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_1_03,438_56_2613902,1384,692,360,730,30,700,4.3353,-91.7808
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2614902,510,255,152,199,6,193,2.3529,-93.9698
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2615902,454,227,113,338,8,330,3.5242,-95.2663
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2616902,302,151,68,324,3,321,1.9868,-98.1481
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2617902,756,378,206,802,13,789,3.4392,-96.7581
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2618902,340,170,86,372,4,368,2.3529,-97.8495
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2619902,326,163,66,416,6,410,3.681,-97.1154
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2620902,598,299,190,280,9,271,3.01,-93.5714
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2621902,612,306,214,639,16,623,5.2288,-94.9922
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_2_03,438_56_2622902,600,300,188,398,8,390,2.6667,-95.9799
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_3_03,438_56_2623902,696,348,193,620,9,611,2.5862,-97.0968
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_3_03,438_56_2624902,780,390,282,740,44,696,11.2821,-88.1081
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_3_03,438_56_2625902,1300,650,379,1317,21,1296,3.2308,-96.8109
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_3_03,438_56_2626902,2142,1071,697,2110,58,2052,5.4155,-94.5024
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2627902,516,258,126,210,2,208,0.7752,-98.0952
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2628902,484,242,187,173,6,167,2.4793,-93.0636
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2629902,434,217,243,227,5,222,2.3041,-95.5947
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2630902,1020,510,571,1006,12,994,2.3529,-97.6143
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2631902,952,476,191,250,7,243,1.4706,-94.4
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_4_03,438_56_2632902,464,232,95,493,4,489,1.7241,-98.3773
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2633902,1134,567,167,226,0,226,0,-100
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2634902,322,161,68,107,2,105,1.2422,-96.2617
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_6_03,438_56_2635902,666,333,234,354,14,340,4.2042,-92.0904
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_6_03,438_56_2636902,1364,682,409,955,14,941,2.0528,-97.0681
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_6_03,438_56_2637902,854,427,361,502,16,486,3.7471,-93.6255
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_6_03,438_56_2638902,706,353,321,709,15,694,4.2493,-95.7687
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2639902,1448,724,332,158,1,157,0.1381,-98.7342
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2640902,634,317,314,491,17,474,5.3628,-93.0754
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2641902,548,274,109,0,0,0,0,0
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_5_03,438_56_2642902,416,208,91,314,4,310,1.9231,-97.4522
10,20,R6,SANTA CRUZ DE JUVENTINO ROSAS,,30_3235_6_03,438_56_2643902,730,365,289,578,19,559,5.2055,-93.4256
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2906902,1220,610,221,333,22,311,3.6066,-86.7868
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2907902,1336,668,174,359,19,340,2.8443,-89.415
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2908902,1904,952,336,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2909902,466,233,68,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2910902,606,303,94,73,3,70,0.9901,-91.7808
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2911902,924,462,324,215,16,199,3.4632,-85.1163
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2912902,496,248,84,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2913902,476,238,91,64,4,60,1.6807,-87.5
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2914902,726,363,204,178,11,167,3.0303,-87.6404
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2915902,466,233,101,110,0,110,0,-100
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2916902,428,214,63,159,6,153,2.8037,-92.4528
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2917902,302,151,35,173,6,167,3.9735,-93.0636
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2918902,574,287,172,203,15,188,5.2265,-85.2217
10,20,R6,VILLAGRÁN,,30_3244_1_03,438_56_2919902,440,220,127,200,19,181,8.6364,-81
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2920902,362,181,98,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2921902,656,328,137,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2922902,634,317,111,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2923902,708,354,152,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2924902,602,301,62,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2925902,510,255,166,182,19,163,7.451,-79.1209
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2926902,638,319,87,154,5,149,1.5674,-93.5065
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2927902,896,448,320,377,39,338,8.7054,-79.3103
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2928902,450,225,81,49,3,46,1.3333,-87.7551
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2929902,1100,550,446,617,81,536,14.7273,-73.7439
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2930902,538,269,119,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2931902,432,216,61,0,0,0,0,0
10,20,R6,VILLAGRÁN,,30_3244_2_03,438_56_2932902,524,262,83,136,4,132,1.5267,-94.1176
10,20,R6,VILLAGRÁN,,30_3244_3_03,438_56_2933902,458,229,94,29,2,27,0.8734,-86.2069
15,21,R4,ABASOLO,,30_321_4_03,438_56_1902,782,391,195.5,195.5,65.16666667,319,50,-86.5497
15,21,R4,ABASOLO,,30_321_1_03,438_56_2902,1160,580,290,290,96.66666667,241,5,-78.5185
15,21,R4,ABASOLO,,30_321_4_03,438_56_3902,788,394,197,197,65.66666667,201,4.5685,-83.5616
15,21,R4,ABASOLO,,30_321_1_03,438_56_4902,570,285,142.5,142.5,47.5,132,9.1228,-67.0886
15,21,R4,ABASOLO,,30_321_1_03,438_56_5902,558,279,139.5,139.5,46.5,394,12.9032,-83.2558
15,21,R4,ABASOLO,,30_321_1_03,438_56_6902,1330,665,332.5,332.5,110.8333333,461,7.3684,-80.7843
15,21,R4,ABASOLO,,30_321_1_03,438_56_7902,654,327,163.5,163.5,54.5,140,3.0581,-86.6667
15,21,R4,ABASOLO,,30_321_1_03,438_56_8902,732,366,183,183,61,377,10.3825,-81.6867
15,21,R4,ABASOLO,,30_321_1_03,438_56_9902,1166,583,291.5,291.5,97.16666667,399,7.7187,-79.7297
15,21,R4,ABASOLO,,30_321_1_03,438_56_10902,1002,501,250.5,250.5,83.5,613,12.7745,-81.0931
15,21,R4,ABASOLO,,30_321_1_03,438_56_11902,1788,894,447,447,149,1054,12.0805,-81.4114
15,21,R4,ABASOLO,,30_321_2_03,438_56_12902,382,191,95.5,95.5,31.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_13902,238,119,59.5,59.5,19.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_14902,114,57,28.5,28.5,9.5,66,3.5088,-94.1176
15,21,R4,ABASOLO,,30_321_2_03,438_56_15902,232,116,58,58,19.33333333,109,1.7241,-96.3964
15,21,R4,ABASOLO,,30_321_2_03,438_56_16902,644,322,161,161,53.66666667,56,1.5528,-83.6066
15,21,R4,ABASOLO,,30_321_2_03,438_56_17902,396,198,99,99,33,6,0,-100
15,21,R4,ABASOLO,,30_321_2_03,438_56_18902,288,144,72,72,24,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_19902,268,134,67,67,22.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_20902,684,342,171,171,57,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_21902,494,247,123.5,123.5,41.16666667,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_22902,686,343,171.5,171.5,57.16666667,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_23902,244,122,61,61,20.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_24902,772,386,193,193,64.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_25902,446,223,111.5,111.5,37.16666667,1,0,-100
15,21,R4,ABASOLO,,30_321_3_03,438_56_26902,688,344,172,172,57.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_27902,738,369,184.5,184.5,61.5,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_28902,270,135,67.5,67.5,22.5,0,0,0
15,21,R4,ABASOLO,,30_321_4_03,438_56_29902,424,212,106,106,35.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_4_03,438_56_30902,390,195,97.5,97.5,32.5,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_31902,874,437,218.5,218.5,72.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_3_03,438_56_32902,714,357,178.5,178.5,59.5,252,11.7647,-71.4286
15,21,R4,ABASOLO,,30_321_4_03,438_56_33902,524,262,131,131,43.66666667,95,10.687,-54.4715
15,21,R4,ABASOLO,,30_321_4_03,438_56_34902,676,338,169,169,56.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_4_03,438_56_35902,410,205,102.5,102.5,34.16666667,0,0,0
15,21,R4,ABASOLO,,30_321_4_03,438_56_36902,262,131,65.5,65.5,21.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_4_03,438_56_37902,520,260,130,130,43.33333333,2,0,-100
15,21,R4,ABASOLO,,30_321_4_03,438_56_38902,1284,642,321,321,107,202,4.8287,-73.3906
15,21,R4,ABASOLO,,30_321_4_03,438_56_39902,976,488,244,244,81.33333333,472,13.9344,-74.8148
15,21,R4,ABASOLO,,30_321_6_03,438_56_40902,596,298,149,149,49.66666667,0,0,0
15,21,R4,ABASOLO,,30_321_6_03,438_56_41902,718,359,179.5,179.5,59.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_6_03,438_56_42902,466,233,116.5,116.5,38.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_43902,206,103,51.5,51.5,17.16666667,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_44902,296,148,74,74,24.66666667,0,0,0
15,21,R4,ABASOLO,,30_321_6_03,438_56_45902,144,72,36,36,12,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_46902,340,170,85,85,28.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_47902,544,272,136,136,45.33333333,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_48902,362,181,90.5,90.5,30.16666667,0,0,0
15,21,R4,ABASOLO,,30_321_5_03,438_56_49902,214,107,53.5,53.5,17.83333333,0,0,0
15,21,R4,ABASOLO,,30_321_2_03,438_56_50902,576,288,144,144,48,0,0,0
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_916902,532,266,282,385,49,336,18.4211,-74.5455
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_917902,644,322,362,254,44,210,13.6646,-65.3543
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_918902,680,340,261,510,71,439,20.8824,-72.1569
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_919902,766,383,220,426,47,379,12.2715,-77.9343
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_920902,204,102,126,54,14,40,13.7255,-48.1481
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_921902,556,278,272,216,45,171,16.1871,-58.3333
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_922902,704,352,362,449,104,345,29.5455,-53.6748
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_923902,752,376,499,638,149,489,39.6277,-53.2915
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_924902,290,145,222,269,82,187,56.5517,-39.0335
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_925902,550,275,192,332,55,277,20,-66.8675
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_926902,132,66,115,0,0,0,0,0
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_927902,550,275,274,0,0,0,0,0
15,21,R4,HUANÍMARO,,30_3216_1_03,438_56_928902,788,394,140,364,20,344,5.0761,-89.011
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1912902,1206,603,204,249,13,236,2.1559,-89.5582
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1913902,1008,504,136,221,11,210,2.1825,-90.0452
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1914902,406,203,38,72,3,69,1.4778,-91.6667
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1915902,694,347,91,134,2,132,0.5764,-97.0149
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1916902,1116,558,130,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1917902,830,415,100,66,2,64,0.4819,-93.9394
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1918902,498,249,122,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1919902,402,201,75,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1920902,534,267,85,103,4,99,1.4981,-92.233
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1921902,448,224,87,62,4,58,1.7857,-87.0968
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1922902,486,243,81,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1923902,690,345,115,94,7,87,2.029,-85.1064
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1924902,516,258,69,24,1,23,0.3876,-91.6667
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1925902,326,163,39,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1926902,620,310,54,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_1_03,438_56_1927902,1298,649,160,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1928902,586,293,91,0,0,0,0,0
9,21,R4,PÉNJAMO,,30_3223_2_03,438_56_1929902,736,368,156,0,0,0,0,0
