DISTRITO FEDERAL,DISTRITO LOCAL,REGIÓN,MUNICIPIO,,POLÍGONO,SECCIÓN,LNOM,META,COMPROMISOS,AVANCE,DETECTADOS,OTROS,PORCENTAJE,EFECTIVIDAD
5,10,R7,LEÓN DL7,,30_3220_31_03,438_56_1332902,702,351,46,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1333902,780,390,162,106,6,100,1.5385,-88.6792
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1334902,704,352,194,52,5,47,1.4205,-80.7692
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1335902,762,381,220,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1336902,588,294,173,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_31_03,438_56_1337902,2464,1232,150,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1338902,504,252,80,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1339902,728,364,45,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1340902,888,444,60,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1341902,844,422,61,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1342902,894,447,46,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1344902,666,333,167,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1345902,542,271,84,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1346902,488,244,196,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1347902,590,295,228,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1348902,534,267,159,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_31_03,438_56_1349902,2934,1467,227,1270,73,1197,4.9761,-88.5039
8,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1350902,700,350,67,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1351902,860,430,116,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1352902,796,398,170,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1353902,752,376,101,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1354902,772,386,52,3,0,3,0,-100
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1355902,754,377,41,4,0,4,0,-100
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1356902,878,439,38,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1357902,662,331,50,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1358902,618,309,71,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1359902,546,273,75,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1360902,648,324,162,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1361902,784,392,87,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1362902,674,337,95,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1363902,944,472,170,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1364902,764,382,249,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1365902,3722,1861,318,412,12,400,0.6448,-94.1748
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1366902,596,298,173,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1368902,466,233,146,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1369902,750,375,230,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1370902,968,484,96,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1371902,458,229,90,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1372902,744,372,245,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1373902,444,222,93,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1374902,546,273,44,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1375902,382,191,29,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1376902,318,159,58,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1377902,374,187,58,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1378902,372,186,76,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1379902,496,248,97,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1380902,256,128,55,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1381902,224,112,77,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1382902,482,241,71,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1383902,442,221,38,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1384902,464,232,30,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_30_03,438_56_1385902,932,466,92,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1386902,504,252,56,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1387902,860,430,140,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1388902,634,317,72,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_32_03,438_56_1389902,638,319,206,104,15,89,4.7022,-71.1538
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1394902,1194,597,65,95,1,94,0.1675,-97.8947
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1395902,752,376,77,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1396902,1032,516,174,155,3,152,0.5814,-96.129
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1397902,722,361,84,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_26_03,438_56_1398902,628,314,78,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1399902,376,188,16,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1400902,586,293,33,143,1,142,0.3413,-98.6014
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1401902,368,184,32,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1402902,340,170,28,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1403902,224,112,56,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1404902,330,165,86,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1405902,366,183,75,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1406902,284,142,25,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1407902,430,215,35,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1408902,606,303,52,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1409902,674,337,69,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1410902,600,300,96,98,7,91,2.3333,-85.7143
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1411902,644,322,47,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1414902,1730,865,210,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_34_03,438_56_1415902,1636,818,83,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1416902,584,292,111,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1417902,524,262,55,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1418902,470,235,59,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1419902,212,106,28,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_33_03,438_56_1420902,234,117,62,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1421902,450,225,41,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1422902,370,185,8,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1423902,242,121,13,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1424902,300,150,16,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1425902,312,156,125,46,4,42,2.5641,-82.6087
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1426902,304,152,18,34,0,34,0,-100
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1427902,410,205,33,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1428902,438,219,21,108,2,106,0.9132,-96.2963
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1429902,194,97,16,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1430902,390,195,37,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1431902,232,116,15,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1432902,256,128,42,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1433902,342,171,18,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1434902,278,139,33,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1435902,306,153,69,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1439902,974,487,41,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1440902,788,394,35,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1441902,234,117,7,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1442902,246,123,54,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1443902,278,139,31,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1444902,272,136,21,36,0,36,0,-100
8,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1445902,180,90,8,109,4,105,4.4444,-92.6606
8,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1446902,364,182,25,8,0,8,0,-100
8,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1447902,326,163,56,7,1,6,0.6135,-71.4286
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1448902,348,174,45,0,0,0,0,0
8,10,R7,LEÓN DL7,,30_3220_35_03,438_56_1449902,200,100,8,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1718902,772,386,48,108,0,108,0,-100
5,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1719902,888,444,105,1,0,1,0,-100
5,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1720902,630,315,53,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1725902,420,210,22,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1726902,564,282,85,0,0,0,0,0
5,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1727902,632,316,32,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1728902,572,286,11,129,1,128,0.3497,-98.4496
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1729902,664,332,23,47,0,47,0,-100
5,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1730902,590,295,118,144,0,144,0,-100
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1735902,540,270,73,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1736902,464,232,36,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1737902,598,299,79,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1738902,382,191,49,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1740902,612,306,36,202,0,202,0,-100
5,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1743902,380,190,34,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1744902,706,353,62,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1745902,786,393,107,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1746902,568,284,46,383,0,383,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1749902,576,288,36,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1755902,776,388,45,47,0,47,0,-100
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1756902,670,335,90,39,0,39,0,-100
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1757902,324,162,23,75,0,75,0,-100
7,10,R7,LEÓN DL7,,30_3220_25_03,438_56_1758902,692,346,21,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1759902,818,409,109,94,0,94,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1760902,950,475,125,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1761902,568,284,56,332,0,332,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1762902,534,267,43,204,0,204,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1763902,638,319,57,60,0,60,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1764902,740,370,34,118,0,118,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1766902,740,370,147,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1772902,408,204,64,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1776902,434,217,41,43,0,43,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1777902,498,249,34,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1778902,376,188,50,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1779902,566,283,82,148,0,148,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1780902,668,334,103,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1781902,566,283,118,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1785902,558,279,51,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1786902,810,405,47,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1788902,358,179,74,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1789902,580,290,112,40,0,40,0,-100
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1790902,552,276,101,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1791902,606,303,98,101,0,101,0,-100
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1792902,648,324,99,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1793902,446,223,40,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1798902,478,239,86,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1799902,332,166,41,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_27_03,438_56_1800902,584,292,83,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_28_03,438_56_1801902,434,217,28,0,0,0,0,0
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1802902,974,487,252,217,0,217,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1804902,584,292,30,8,0,8,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1805902,704,352,20,8,0,8,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1806902,452,226,26,66,0,66,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1811902,622,311,28,213,0,213,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1812902,240,120,31,8,0,8,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1815902,350,175,25,9,0,9,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1819902,202,101,20,35,0,35,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1820902,260,130,20,9,0,9,0,-100
7,10,R7,LEÓN DL7,,30_3220_29_03,438_56_1821902,292,146,105,8,0,8,0,-100
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_3_03,438_56_761902,396,198,99,99,33,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_3_03,438_56_762902,470,235,117.5,117.5,39.16666667,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_3_03,438_56_763902,424,212,106,106,35.33333333,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_814902,342,171,85.5,85.5,28.5,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_815902,344,172,86,86,28.66666667,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_816902,410,205,102.5,102.5,34.16666667,5,0,-100
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_817902,320,160,80,80,26.66666667,0,0,0
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_818902,582,291,145.5,145.5,48.5,91,2.0619,-87.6289
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_819902,160,80,40,40,13.33333333,26,2.5,-85.7143
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_820902,246,123,61.5,61.5,20.5,117,5.6911,-88.7097
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_821902,472,236,118,118,39.33333333,262,7.6271,-87.1429
3,11,R2,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,,30_3214_9_03,438_56_822902,288,144,72,72,24,73,3.4722,-87.1795
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_823902,430,215,107.5,107.5,35.83333333,118,1.3953,-95.0413
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_824902,394,197,98.5,98.5,32.83333333,343,10.6599,-88.4615
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_825902,420,210,105,105,35,88,1.9048,-91.3043
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_826902,262,131,65.5,65.5,21.83333333,51,6.1069,-72.8814
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_827902,308,154,77,77,25.66666667,266,12.3377,-86.6667
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_828902,482,241,120.5,120.5,40.16666667,277,4.1494,-93.0314
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_829902,252,126,63,63,21,192,4.7619,-93.9394
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_830902,234,117,58.5,58.5,19.5,189,8.547,-89.9497
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_831902,296,148,74,74,24.66666667,316,15.5405,-86.4307
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_832902,364,182,91,91,30.33333333,113,0.5495,-98.2456
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_833902,244,122,61,61,20.33333333,242,11.4754,-89.0625
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_834902,302,151,75.5,75.5,25.16666667,290,17.8808,-82.9653
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_835902,408,204,102,102,34,136,3.4314,-90.2098
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_836902,386,193,96.5,96.5,32.16666667,211,17.6166,-72.2449
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_837902,230,115,57.5,57.5,19.16666667,22,1.7391,-83.3333
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_838902,238,119,59.5,59.5,19.83333333,100,12.605,-73.913
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_839902,174,87,43.5,43.5,14.5,96,8.046,-86.4078
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_840902,102,51,25.5,25.5,8.5,4,0,-100
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_841902,258,129,64.5,64.5,21.5,27,3.1008,-74.1935
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_842902,212,106,53,53,17.66666667,32,2.8302,-82.8571
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_843902,258,129,64.5,64.5,21.5,2,0,-100
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_844902,286,143,71.5,71.5,23.83333333,106,2.0979,-94.4954
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_845902,486,243,121.5,121.5,40.5,176,6.1728,-84.2932
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_846902,328,164,82,82,27.33333333,73,4.2683,-82.5
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_847902,250,125,62.5,62.5,20.83333333,2,0,-100
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_848902,90,45,22.5,22.5,7.5,3,0,-100
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_849902,122,61,30.5,30.5,10.16666667,3,0,-100
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_850902,278,139,69.5,69.5,23.16666667,315,33.8129,-74.0331
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_851902,354,177,88.5,88.5,29.5,161,7.3446,-85.0575
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_852902,354,177,88.5,88.5,29.5,2,0.565,-33.3333
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_853902,954,477,238.5,238.5,79.5,208,11.1111,-59.387
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_854902,612,306,153,153,51,0,0,0
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_855902,384,192,96,96,32,0,0,0
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_856902,200,100,50,50,16.66666667,0,0,0
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_857902,500,250,125,125,41.66666667,180,4,-89.4737
6,11,R3,GUANAJUATO,,30_3215_3_03,438_56_858902,184,92,46,46,15.33333333,0,0,0
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_859902,136,68,34,34,11.33333333,51,5.8824,-85.4545
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_860902,180,90,45,45,15,62,6.6667,-82.3529
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_861902,288,144,72,72,24,292,12.5,-88.3871
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_862902,336,168,84,84,28,274,11.3095,-87.0307
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_863902,352,176,88,88,29.33333333,130,5.1136,-87.0504
6,11,R3,GUANAJUATO,,30_3215_2_03,438_56_864902,330,165,82.5,82.5,27.5,27,3.6364,-63.6364
6,11,R3,GUANAJUATO,,30_3215_4_03,438_56_865902,462,231,115.5,115.5,38.5,0,0,0
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_866902,442,221,110.5,110.5,36.83333333,80,3.6199,-81.8182
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_867902,448,224,112,112,37.33333333,0,0,0
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_868902,224,112,56,56,18.66666667,101,7.1429,-85.3211
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_869902,288,144,72,72,24,101,3.4722,-90.566
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_870902,344,172,86,86,28.66666667,198,11.0465,-82.4885
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_871902,372,186,93,93,31,158,9.6774,-79.5455
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_872902,428,214,107,107,35.66666667,129,10.7477,-69.7368
6,11,R3,GUANAJUATO,,30_3215_1_03,438_56_873902,722,361,180.5,180.5,60.16666667,320,14.1274,-72.5067
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_874902,762,381,190.5,190.5,63.5,391,6.2992,-88.4337
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_875902,866,433,216.5,216.5,72.16666667,240,6.0046,-80.4511
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_876902,846,423,211.5,211.5,70.5,342,11.5839,-74.9361
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_877902,470,235,117.5,117.5,39.16666667,1,0,-100
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_878902,5668,2834,1417,1417,472.3333333,0,0,0
6,11,R3,GUANAJUATO,,30_3215_5_03,438_56_879902,830,415,207.5,207.5,69.16666667,556,13.494,-81.6993
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_880902,326,163,81.5,81.5,27.16666667,0,0,0
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_881902,234,117,58.5,58.5,19.5,67,4.2735,-86.1111
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_882902,114,57,28.5,28.5,9.5,70,54.386,-38.6139
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_883902,376,188,94,94,31.33333333,92,6.383,-76.9231
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_884902,40,20,10,10,3.333333333,0,0,0
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_885902,446,223,111.5,111.5,37.16666667,87,8.9686,-62.6168
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_886902,190,95,47.5,47.5,15.83333333,0,0,0
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_887902,430,215,107.5,107.5,35.83333333,47,5.1163,-62.069
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_888902,802,401,200.5,200.5,66.83333333,129,9.9751,-52.6627
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_889902,632,316,158,158,52.66666667,111,4.7468,-76.1905
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_890902,644,322,161,161,53.66666667,304,11.4907,-78.2991
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_891902,156,78,39,39,13,17,6.4103,-54.5455
6,11,R3,GUANAJUATO,,30_3215_6_03,438_56_892902,18,9,4.5,4.5,1.5,1,111.1111,81.8182
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_893902,122,61,30.5,30.5,10.16666667,139,26.2295,-79.3548
6,11,R3,GUANAJUATO,,30_3215_9_03,438_56_894902,322,161,80.5,80.5,26.83333333,135,12.4224,-74.1935
6,11,R3,GUANAJUATO,,30_3215_7_03,438_56_895902,612,306,153,153,51,46,20.915,16.3636
6,11,R3,GUANAJUATO,,30_3215_10_03,438_56_896902,1210,605,302.5,302.5,100.8333333,261,6.7769,-72.8477
